"Plugin","Plugin Name","Family","Severity","IP Address","Protocol","Port","MAC Address","DNS Name","NetBIOS Name","Plugin Output","Synopsis","Description","Steps to Remediate","CVSS V2 Base Score","CVSS V3 Base Score","CVE","Cross References","First Discovered","Last Observed","Vuln Publication Date","Patch Publication Date"
"159545","SSL Certificate with no Subject","General","Info","159.142.165.81","TCP","3389","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: Subject Name: 


Issuer Name: 

Domain Component: gov
Domain Component: gsa
Domain Component: ds
Domain Component: ent
Common Name: ECOH2S-ISSCA01(1)

Serial Number: 1D 00 03 2B DA D5 F5 E8 0B E1 F7 8B 9A 00 02 00 03 2B DA 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Dec 08 00:53:48 2024 GMT
Not Valid After: Dec 08 00:53:48 2025 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 DF 14 CF 99 6B 29 42 34 DD 2F 95 67 3E 1C 03 51 55 E3 75 
            DA 46 14 85 D4 6A 9E 7F 63 1E 39 2D D7 DD EF DE 13 0F C3 0D 
            A2 F3 0F C7 4E 12 F1 60 CB 05 30 64 04 D4 D8 CF FD FF 70 47 
            E8 79 1F 7E E5 37 07 50 34 F5 E1 00 58 EC 86 87 21 40 17 9E 
            0E 26 6D BA 74 98 89 EE 58 83 F9 7B B4 9A AA F0 DD 4B BB D8 
            4C FD EF 38 93 70 A6 87 D3 DF F9 E6 9B 8A 62 BC 20 7D 83 D6 
            E5 6E EC 6F 84 82 18 4B 55 37 93 53 30 75 B1 A1 18 58 AB F6 
            AF 0A 14 84 1E 32 A7 D9 4D 07 80 67 2E D2 FF 5C 90 D6 0D DE 
            8B 52 39 39 FD 0A F0 BD B6 DB 18 AA C1 49 03 5C 56 F0 85 D5 
            96 0A EB F3 6A 0E C6 3C A8 50 C9 79 4B E7 D3 7C B0 10 19 45 
            24 96 AD 19 BE D0 BB 26 FC 25 00 AE 38 FB F9 42 61 9A CF 28 
            F3 1F E6 63 1D 52 12 83 B8 AA 41 F2 53 68 D0 8F AF 9B 90 0F 
            22 BF 55 B3 6E CB 91 32 62 CA E4 A0 A2 92 3A 1F 6D 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 06 2D FF 66 26 62 3B A9 2B F2 C6 1C 17 B5 45 18 74 F5 BC 
           CD A3 BA 4A B9 43 8C 09 E7 28 45 D9 CE 17 68 DB 19 0E A4 D8 
           8C 4B 70 21 0F 95 29 B2 F0 1D B4 9E D0 20 4E 43 33 78 A7 32 
           AC 75 10 BA D7 6B 76 5A 9E 33 D9 52 0D 35 DD 2C 07 EF C1 0B 
           CB 4C E8 18 BC 7F 8A 13 22 25 A3 6F 23 17 51 7A A9 C0 79 EF 
           4E 3E 2E 76 87 EF BB 42 A2 CC 12 D0 A4 82 AD AB 21 93 4E A6 
           6D E8 C3 5D 0D E8 0A 87 B7 CB 84 FE BA FF 74 95 EC 19 94 3A 
           F5 72 8E 65 B9 D0 2E 50 44 F2 B0 A2 53 E6 4B E4 8F 1C 06 45 
           CB 40 2A 38 C7 AA A2 82 6A AF C2 63 AD C9 F4 73 1C C4 A9 22 
           34 D8 07 DB 31 08 FD 65 01 C3 7F 3B 7A B6 1A 0C 7E EA 90 6D 
           B9 DC 30 5E 63 DA 36 C6 5E ED 7D 96 33 0A 0A DD 47 28 E4 98 
           C3 61 D8 99 05 57 37 63 0E 37 4B 87 0A 59 9E B9 7F 1F A6 06 
           03 B9 6D 67 DC 40 34 EC 31 4E FA 5C 64 B4 E9 EB 07 

Extension: 1.3.6.1.4.1.311.21.7
Critical: 0
Data: 30 2D 06 25 2B 06 01 04 01 82 37 15 08 83 89 AF 2F 85 9E A0 
      7D 82 F9 83 0F 86 B0 8E 0D 84 9F 97 11 3E 93 93 4F 81 C0 CE 
      06 02 01 65 02 01 04 


Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: 1.3.6.1.4.1.311.54.1.2


Extension: Key Usage (2.5.29.15)
Critical: 0
Key Usage: Digital Signature, Key Encipherment


Extension: 1.3.6.1.4.1.311.21.10
Critical: 0
Data: 30 0E 30 0C 06 0A 2B 06 01 04 01 82 37 36 01 02 


Extension: 1.3.6.1.4.1.311.25.2
Critical: 0
Data: 30 40 A0 3E 06 0A 2B 06 01 04 01 82 37 19 02 01 A0 30 04 2E 
      53 2D 31 2D 35 2D 32 31 2D 31 34 38 32 34 37 36 35 30 31 2D 
      34 31 33 30 32 37 33 32 32 2D 36 38 32 30 30 33 33 33 30 2D 
      38 31 34 31 36 33 


Extension: Subject Alternative Name (2.5.29.17)
Critical: 1
DNS: e04tcm-webexad.ent.ds.gsa.gov


Extension: Subject Key Identifier (2.5.29.14)
Critical: 0
Subject Key Identifier: 73 77 30 C3 3A 3C 4D C7 26 0C F2 E3 A3 74 98 E3 FC F3 A6 4C 


Extension: Authority Key Identifier (2.5.29.35)
Critical: 0
Key Identifier: 49 4C C9 F0 FF 64 85 9A C7 62 2B FE CB 28 B4 28 4C 45 22 18 


Extension: CRL Distribution Points (2.5.29.31)
Critical: 0
URI: http://gsapki.ent.ds.gsa.gov/gsacerts/ECOH2S-ISSCA01(2).crl


Extension: Authority Information Access (1.3.6.1.5.5.7.1.1)
Critical: 0
Method#1: Certificate Authority Issuers
URI: http://gsapki.ent.ds.gsa.gov/gsacerts/ECOH2S-ISSCA01.ent.ds.gsa.gov_ECOH2S-ISSCA01(2).crt
Method#2: Online Certificate Status Protocol
URI: http://gsaocsp.ent.ds.gsa.gov/ocsp



PEM certificate : 

-----BEGIN CERTIFICATE-----
MIIFOTCCBCGgAwIBAgITHQADK9rV9egL4feLmgACAAMr2jANBgkqhkiG9w0BAQsFADBvMRMwEQYKCZImiZPyLGQBGRYDZ292MRMwEQYKCZImiZPyLGQBGRYDZ3NhMRIwEAYKCZImiZPyLGQBGRYCZHMxEzARBgoJkiaJk/IsZAEZFgNlbnQxGjAYBgNVBAMTEUVDT0gyUy1JU1NDQTAxKDEpMB4XDTI0MTIwODAwNTM0OFoXDTI1MTIwODAwNTM0OFowADCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBAN8Uz5lrKUI03S+VZz4cA1FV43XaRhSF1Gqef2MeOS3X3e/eEw/DDaLzD8dOEvFgywUwZATU2M/9/3BH6HkffuU3B1A09eEAWOyGhyFAF54OJm26dJiJ7liD+Xu0mqrw3Uu72Ez97ziTcKaH09/55puKYrwgfYPW5W7sb4SCGEtVN5NTMHWxoRhYq/avChSEHjKn2U0HgGcu0v9ckNYN3otSOTn9CvC9ttsYqsFJA1xW8IXVlgrr82oOxjyoUMl5S+fTfLAQGUUklq0ZvtC7JvwlAK44+/lCYZrPKPMf5mMdUhKDuKpB8lNo0I+vm5APIr9Vs27LkTJiyuSgopI6H20CAwEAAaOCAjswggI3MDwGCSsGAQQBgjcVBwQvMC0GJSsGAQQBgjcVCIOJry+FnqB9gvmDD4awjg2En5cRPpOTT4HAzgYCAWUCAQQwFQYDVR0lBA4wDAYKKwYBBAGCNzYBAjALBgNVHQ8EBAMCBaAwHQYJKwYBBAGCNxUKBBAwDjAMBgorBgEEAYI3NgECME8GCSsGAQQBgjcZAgRCMECgPgYKKwYBBAGCNxkCAaAwBC5TLTEtNS0yMS0xNDgyNDc2NTAxLTQxMzAyNzMyMi02ODIwMDMzMzAtODE0MTYzMCsGA1UdEQEB/wQhMB+CHWUwNHRjbS13ZWJleGFkLmVudC5kcy5nc2EuZ292MB0GA1UdDgQWBBRzdzDDOjxNxyYM8uOjdJjj/POmTDAfBgNVHSMEGDAWgBRJTMnw/2SFmsdiK/7LKLQoTEUiGDBMBgNVHR8ERTBDMEGgP6A9hjtodHRwOi8vZ3NhcGtpLmVudC5kcy5nc2EuZ292L2dzYWNlcnRzL0VDT0gyUy1JU1NDQTAxKDIpLmNybDCBpwYIKwYBBQUHAQEEgZowgZcwZQYIKwYBBQUHMAKGWWh0dHA6Ly9nc2Fwa2kuZW50LmRzLmdzYS5nb3YvZ3NhY2VydHMvRUNPSDJTLUlTU0NBMDEuZW50LmRzLmdzYS5nb3ZfRUNPSDJTLUlTU0NBMDEoMikuY3J0MC4GCCsGAQUFBzABhiJodHRwOi8vZ3Nhb2NzcC5lbnQuZHMuZ3NhLmdvdi9vY3NwMA0GCSqGSIb3DQEBCwUAA4IBAQAGLf9mJmI7qSvyxhwXtUUYdPW8zaO6SrlDjAnnKEXZzhdo2xkOpNiMS3AhD5UpsvAdtJ7QIE5DM3inMqx1ELrXa3ZanjPZUg013SwH78ELy0zoGLx/ihMiJaNvIxdReqnAee9OPi52h++7QqLMEtCkgq2rIZNOpm3ow10N6AqHt8uE/rr/dJXsGZQ69XKOZbnQLlBE8rCiU+ZL5I8cBkXLQCo4x6qigmqvwmOtyfRzHMSpIjTYB9sxCP1lAcN/O3q2Ggx+6pBtudwwXmPaNsZe7X2WMwoK3Uco5JjDYdiZBVc3Yw43S4cKWZ65fx+mBgO5bWfcQDTsMU76XGS06esH
-----END CERTIFICATE-----","Checks for an SSL certificate with no Subject","The remote system is providing an SSL/TLS certificate without a subject field. While this is not required in all cases, it is recommended to ensure broad compatibility.","","","","","","Mar 28, 2025 03:15:54 EDT","Mar 28, 2025 04:07:35 EDT","N/A","N/A"
"159817","Windows Credential Guard Status","Windows","Info","159.142.165.81","TCP","445","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: 
Windows Credential Guard is not fully enabled.
The following registry keys have not been set :
  - System\CurrentControlSet\Control\DeviceGuard\RequirePlatformSecurityFeatures : Key not found.
  - System\CurrentControlSet\Control\LSA\LsaCfgFlags : Key not found.
  - System\CurrentControlSet\Control\DeviceGuard\EnableVirtualizationBasedSecurity : Key not found.","Retrieves the status of Windows Credential Guard.","Retrieves the status of Windows Credential Guard.
  Credential Guard prevents attacks such as such as Pass-the-Hash or   Pass-The-Ticket by protecting NTLM password hashes, Kerberos Ticket   Granting Tickets, and credentials stored by applications as domain   credentials.","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"159929","Windows LSA Protection Status","Windows","Info","159.142.165.81","TCP","445","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: 
LSA Protection Key \SYSTEM\CurrentControlSet\Control\Lsa\RunAsPPL not found.","Windows LSA Protection is disabled on the remote Windows host.","The LSA Protection validates users for local and remote sign-ins   and enforces local security policies to prevent reading memory and code injection by non-protected processes.   This provides added security for the credentials that the LSA stores and manages. This protects against Pass-the-Hash   or Mimikatz-style attacks.","Enable LSA Protection per your corporate security guidelines.","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"160301","Link-Local Multicast Name Resolution (LLMNR) Service Detection","Service detection","Info","159.142.165.81","TCP","445","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: 
LLMNR Status is disabled.","Verify status of the LLMNR service on the remote host.","The Link-Local Multicast Name Resolution (LLMNR) service   allows both IPv4 and IPv6 hosts to perform name resolution   for hosts on the same local link","Make sure that use of this software conforms to your organization's   acceptable use and security policies.","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"160486","Server Message Block (SMB) Protocol Version Detection","Windows","Info","159.142.165.81","TCP","445","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output:  - SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters\SMB2 : Key not found.
 - SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters\SMB3 : Key not found.
 - SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters\SMB1 : SMBv1 is disabled.","Verify the version of SMB on the remote host.","The Server Message Block (SMB) Protocol provides   shared access to files and printers across nodes   on a network.","Disable SMB version 1 and block all versions of SMB at   the network boundary by blocking TCP port 445 with   related protocols on UDP ports 137-138 and TCP port 139,   for all boundary devices.","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"161502","Microsoft Windows Logged On Users","Windows","Info","159.142.165.81","TCP","445","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","","Nessus was able to determine the logged on users from the registry","Using the HKU registry, Nessus was able to enuemrate the SIDs of logged on users","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"161691","The Microsoft Windows Support Diagnostic Tool (MSDT) RCE Workaround Detection (CVE-2022-30190)","Windows","Info","159.142.165.81","TCP","445","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: The HKEY_CLASSES_ROOT\ms-msdt registry key exists on the target. This may indicate that the target is vulnerable to CVE-2022-30190, if the vendor patch is not applied.","Checks for the HKEY_CLASSES_ROOT\ms-msdt registry key.","The remote host has the HKEY_CLASSES_ROOT\ms-msdt registry key. This is a known exposure for CVE-2022-30190.

Note that Nessus has not tested for CVE-2022-30190. It is only checking if the registry key exists. The recommendation is to apply the latest patch.","Apply the latest Cumulative Update.","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","May 30, 2022 12:00:00 EDT","May 30, 2022 12:00:00 EDT"
"162174","Windows Always Installed Elevated Status","Windows","Info","159.142.165.81","TCP","445","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: AlwaysInstallElevated policy is not enabled under HKEY_LOCAL_MACHINE.","Windows AlwaysInstallElevated policy status was found on the remote Windows host","Windows AlwaysInstallElevated policy status was found on the remote Windows host.
  You can use the AlwaysInstallElevated policy to install a Windows Installer package with elevated (system) privileges   This option is equivalent to granting full administrative rights, which can pose a massive security risk. Microsoft strongly discourages the use of this setting.","If enabled, disable AlwaysInstallElevated policy per your corporate security guidelines.","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"162560","Microsoft Internet Explorer Installed","Windows","Info","159.142.165.81","TCP","0","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: 
  Path    : C:\WINDOWS\system32\mshtml.dll
  Version : 11.0.20348.3089","A web browser is installed on the remote Windows host.","Microsoft Internet Explorer, a web browser bundled with Microsoft Windows, is installed on the remote Windows host.","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"168980","Enumerate the PATH Variables","General","Info","159.142.165.81","TCP","0","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: Nessus has enumerated the path of the current scan user : 

C:\WINDOWS\system32
C:\WINDOWS
C:\WINDOWS\System32\Wbem
C:\WINDOWS\System32\WindowsPowerShell\v1.0\
C:\WINDOWS\System32\OpenSSH\
C:\Program Files (x86)\HID Global\ActivClient\
C:\Program Files\HID Global\ActivClient\","Enumerates the PATH variable of the current scan user.","Enumerates the PATH variables of the current scan user.","Ensure that directories listed here are in line with corporate policy.","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"170631","Host Active Directory Configuration (Windows)","Windows","Info","159.142.165.81","TCP","0","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: 
Computer information in AD:
  Common Name        : CN=E04TCM-WEBEXAD
  DNS Name           : E04TCM-WEBEXAD
  Distinguished Name : CN=E04TCM-WEBEXAD,OU=GEVMS,OU=EIO,OU=Production,OU=Servers,OU=SS,DC=ent,DC=ds,DC=gsa,DC=gov
  Domain Role        : MemberServer
  Object SID         : S-1-5-21-1482476501-413027322-682003330-814163
  SamAccountName     : E04TCM-WEBEXAD$

AD domain and forest information:
  Domain FQDN         : ent.ds.gsa.gov
  Domain GUID         : d2d2812b-f173-4894-8c0e-d8f612d65bb3
  Domain NetBIOS Name : ENT
  Domain SID          : S-1-5-21-1482476501-413027322-682003330
  Forest FQDN         : ds.gsa.gov","The Windows host is joined to an Active Directory domain.","The Windows host is joined to an Active Directory domain and it was possible to retrieve certain Active Directory configuration attributes, including:

Computer information in AD:
  - Common Name
  - DNS Name
  - Distinguished Name
  - Domain Role
  - Object SID
  - SamAccountName

AD domain and forest information:
  - Domain FQDN
  - Domain GUID
  - Domain NetBIOS Name
  - Domain SID
  - Forest FQDN","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"171410","IP Assignment Method Detection","General","Info","159.142.165.81","TCP","0","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: + Loopback Pseudo-Interface 1
  + IPv4
    - Address       : 127.0.0.1
      Assign Method : static
  + IPv6
    - Address       : ::1
      Assign Method : static
+ Ethernet0
  + IPv4
    - Address       : 159.142.165.81
      Assign Method : static
  + IPv6
    - Address       : fe80::b92b:b3ba:1c27:798b%7
      Assign Method : dynamic
    - Address       : 2607:6540:2700:321::6
      Assign Method : static","Enumerates the IP address assignment method(static/dynamic).","Enumerates the IP address assignment method(static/dynamic).","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"171860","Curl Installed (Windows)","Windows","Info","159.142.165.81","TCP","0","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: 
Nessus detected 2 installs of Curl:

  Path          : c:\windows\system32\curl.exe
  Version       : 8.9.1.0
  Managed by OS : True

  Path          : c:\windows\syswow64\curl.exe
  Version       : 8.9.1.0
  Managed by OS : True","Curl is installed on the remote Windows host.","Curl, a command line tool for transferring data with URLs, was detected on the remote Windows host.

Please note, if the installation is located in either the Windows\System32 or Windows\SysWOW64 directory, it will be considered as managed by the OS. In this case, paranoid scanning is require to trigger downstream vulnerabilty checks. Paranoid scanning has no affect on this plugin itself.","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"171956","Windows Enumerate Accounts","Windows","Info","159.142.165.81","TCP","0","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: Windows accounts enumerated. Results output to DB.
User data gathered in scan starting at : 2025/3/23 1:12 EDT","Enumerate Windows accounts.","Enumerate Windows accounts.","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"174736","Netstat Ingress Connections","Misc.","Info","159.142.165.81","TCP","0","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: Netstat output indicated the following connections from non-private IP addresses:

	159.142.67.61 connected to port 135 on the scan target.
	159.142.67.61 connected to port 445 on the scan target.
	159.142.67.61 connected to port 59885 on the scan target.

NOTE: This list may be truncated depending on the scan verbosity settings.","External connections are enumerated via the 'netstat' command.","This plugin runs 'netstat' to enumerate any non-private   connections to the scan target.","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
"187318","Microsoft Windows Installed","Windows","Info","159.142.165.81","TCP","0","","e04tcm-webexad.ent.ds.gsa.gov","ent.ds.gsa.gov\E04TCM-WEBEXAD","Plugin Output: 
  OS Name      : Microsoft Windows Server 2022 21H2
  Vendor       : Microsoft
  Product      : Windows Server
  Release      : 2022 21H2
  Edition      : Standard
  Version      : 10.0.20348.3207
  Role         : server
  Kernel       : Windows NT 10.0
  Architecture : x64
  CPE v2.2     : cpe:/o:microsoft:windows_server_2022:10.0.20348.3207:-
  CPE v2.3     : cpe:2.3:o:microsoft:windows_server_2022:10.0.20348.3207:-:*:*:standard:*:x64:*
  Type         : local
  Method       : SMB
  Confidence   : 100","The remote host is running Microsoft Windows.","The remote host is running Microsoft Windows.","","","","","","Mar 2, 2025 07:07:23 EST","Mar 23, 2025 05:34:48 EDT","N/A","N/A"
